Y,M,D,H,DTW_ft,DTW_m
2014,4,14,14,137.19,41.815512
2014,4,14,15,137.18,41.812464
2014,4,14,16,137.17,41.809416
2014,4,14,17,137.17,41.809416
2014,4,14,18,137.16,41.806368
2014,4,14,19,137.15,41.80332
2014,4,14,20,137.14,41.800272
2014,4,14,21,137.13,41.797224
2014,4,14,22,137.13,41.797224
2014,4,14,23,137.12,41.794176
2014,4,15,0,137.11,41.791128
2014,4,15,1,137.12,41.794176
2014,4,15,2,137.1,41.78808
2014,4,15,3,137.1,41.78808
2014,4,15,4,137.09,41.785032
2014,4,15,5,137.08,41.781984
2014,4,15,6,137.07,41.778936
2014,4,15,7,137.07,41.778936
2014,4,15,8,137.06,41.775888
2014,4,15,9,137.05,41.77284
2014,4,15,10,137.04,41.769792
2014,4,15,11,137.03,41.766744
2014,4,15,12,137.02,41.763696
2014,4,15,13,137.02,41.763696
2014,4,15,14,137.01,41.760648
2014,4,15,15,137,41.7576
2014,4,15,16,137,41.7576
2014,4,15,17,136.99,41.754552
2014,4,15,18,136.98,41.751504
2014,4,15,19,136.97,41.748456
2014,4,15,20,136.96,41.745408
2014,4,15,21,136.95,41.74236
2014,4,15,22,136.94,41.739312
2014,4,15,23,136.94,41.739312
2014,4,16,0,136.93,41.736264
2014,4,16,1,136.92,41.733216
2014,4,16,2,136.91,41.730168
2014,4,16,3,136.9,41.72712
2014,4,16,4,136.9,41.72712
2014,4,16,5,136.89,41.724072
2014,4,16,6,136.88,41.721024
2014,4,16,7,136.87,41.717976
2014,4,16,8,136.86,41.714928
2014,4,16,9,136.86,41.714928
2014,4,16,10,136.86,41.714928
2014,4,16,11,136.85,41.71188
2014,4,16,12,136.85,41.71188
2014,4,16,13,136.84,41.708832
2014,4,16,14,136.84,41.708832
2014,4,16,15,136.83,41.705784
2014,4,16,16,136.82,41.702736
2014,4,16,17,136.81,41.699688
2014,4,16,18,136.79,41.693592
2014,4,16,19,136.78,41.690544
2014,4,16,20,136.78,41.690544
2014,4,16,21,136.76,41.684448
2014,4,16,22,136.74,41.678352
2014,4,16,23,136.73,41.675304
2014,4,17,0,136.72,41.672256
2014,4,17,1,136.71,41.669208
2014,4,17,2,136.7,41.66616
2014,4,17,3,136.7,41.66616
2014,4,17,4,136.69,41.663112
2014,4,17,5,136.69,41.663112
2014,4,17,6,136.7,41.66616
2014,4,17,7,136.68,41.660064
2014,4,17,8,136.68,41.660064
2014,4,17,9,136.68,41.660064
2014,4,17,10,136.68,41.660064
2014,4,17,11,136.68,41.660064
2014,4,17,12,136.68,41.660064
2014,4,17,13,136.67,41.657016
2014,4,17,14,136.68,41.660064
2014,4,17,15,136.67,41.657016
2014,4,17,16,136.66,41.653968
2014,4,17,17,136.66,41.653968
2014,4,17,18,136.66,41.653968
2014,4,17,19,136.65,41.65092
2014,4,17,20,136.65,41.65092
2014,4,17,21,136.65,41.65092
2014,4,17,22,136.65,41.65092
2014,4,17,23,136.64,41.647872
2014,4,18,0,136.65,41.65092
2014,4,18,1,136.64,41.647872
2014,4,18,2,136.64,41.647872
2014,4,18,3,136.64,41.647872
2014,4,18,4,136.64,41.647872
2014,4,18,5,136.64,41.647872
2014,4,18,6,136.64,41.647872
2014,4,18,7,136.64,41.647872
2014,4,18,8,136.65,41.65092
2014,4,18,9,136.64,41.647872
2014,4,18,10,136.64,41.647872
2014,4,18,11,136.63,41.644824
2014,4,18,12,136.64,41.647872
2014,4,18,13,136.64,41.647872
2014,4,18,14,136.64,41.647872
2014,4,18,15,136.64,41.647872
2014,4,18,16,136.65,41.65092
2014,4,18,17,136.65,41.65092
2014,4,18,18,136.66,41.653968
2014,4,18,19,136.68,41.660064
2014,4,18,20,136.67,41.657016
2014,4,18,21,136.68,41.660064
2014,4,18,22,136.69,41.663112
2014,4,18,23,136.71,41.669208
2014,4,19,0,136.71,41.669208
2014,4,19,1,136.72,41.672256
2014,4,19,2,136.74,41.678352
2014,4,19,3,136.75,41.6814
2014,4,19,4,136.77,41.687496
2014,4,19,5,136.79,41.693592
2014,4,19,6,136.81,41.699688
2014,4,19,7,136.83,41.705784
2014,4,19,8,136.84,41.708832
2014,4,19,9,136.86,41.714928
2014,4,19,10,136.89,41.724072
2014,4,19,11,136.91,41.730168
2014,4,19,12,136.93,41.736264
2014,4,19,13,136.96,41.745408
2014,4,19,14,136.98,41.751504
2014,4,19,15,137,41.7576
2014,4,19,16,137.03,41.766744
2014,4,19,17,137.05,41.77284
2014,4,19,18,137.08,41.781984
2014,4,19,19,137.1,41.78808
2014,4,19,20,137.14,41.800272
2014,4,19,21,137.15,41.80332
2014,4,19,22,137.18,41.812464
2014,4,19,23,137.2,41.81856
2014,4,20,0,137.24,41.830752
2014,4,20,1,137.25,41.8338
2014,4,20,2,137.29,41.845992
2014,4,20,3,137.3,41.84904
2014,4,20,4,137.34,41.861232
2014,4,20,5,137.36,41.867328
2014,4,20,6,137.38,41.873424
2014,4,20,7,137.41,41.882568
2014,4,20,8,137.44,41.891712
2014,4,20,9,137.46,41.897808
2014,4,20,10,137.49,41.906952
2014,4,20,11,137.52,41.916096
2014,4,20,12,137.55,41.92524
2014,4,20,13,137.57,41.931336
2014,4,20,14,137.59,41.937432
2014,4,20,15,137.63,41.949624
2014,4,20,16,137.65,41.95572
2014,4,20,17,137.69,41.967912
2014,4,20,18,137.71,41.974008
2014,4,20,19,137.73,41.980104
2014,4,20,20,137.75,41.9862
2014,4,20,21,137.78,41.995344
2014,4,20,22,137.8,42.00144
2014,4,20,23,137.82,42.007536
2014,4,21,0,137.85,42.01668
2014,4,21,1,137.88,42.025824
2014,4,21,2,137.9,42.03192
2014,4,21,3,137.92,42.038016
2014,4,21,4,137.95,42.04716
2014,4,21,5,137.97,42.053256
2014,4,21,6,137.99,42.059352
2014,4,21,7,138.01,42.065448
2014,4,21,8,138.03,42.071544
2014,4,21,9,138.05,42.07764
2014,4,21,10,138.07,42.083736
2014,4,21,11,138.1,42.09288
2014,4,21,12,138.12,42.098976
2014,4,21,13,138.14,42.105072
2014,4,21,14,138.16,42.111168
2014,4,21,15,138.19,42.120312
2014,4,21,16,138.21,42.126408
2014,4,21,17,138.23,42.132504
2014,4,21,18,138.25,42.1386
2014,4,21,19,138.26,42.141648
2014,4,21,20,138.28,42.147744
2014,4,21,21,138.29,42.150792
2014,4,21,22,138.31,42.156888
2014,4,21,23,138.33,42.162984
2014,4,22,0,138.34,42.166032
2014,4,22,1,138.36,42.172128
2014,4,22,2,138.38,42.178224
2014,4,22,3,138.39,42.181272
2014,4,22,4,138.41,42.187368
2014,4,22,5,138.42,42.190416
2014,4,22,6,138.43,42.193464
2014,4,22,7,138.45,42.19956
2014,4,22,8,138.47,42.205656
2014,4,22,9,138.48,42.208704
2014,4,22,10,138.5,42.2148
2014,4,22,11,138.52,42.220896
2014,4,22,12,138.53,42.223944
2014,4,22,13,138.55,42.23004
2014,4,22,14,138.57,42.236136
2014,4,22,15,138.58,42.239184
2014,4,22,16,138.6,42.24528
2014,4,22,17,138.62,42.251376
2014,4,22,18,138.63,42.254424
2014,4,22,19,138.65,42.26052
2014,4,22,20,138.67,42.266616
2014,4,22,21,138.69,42.272712
2014,4,22,22,138.71,42.278808
2014,4,22,23,138.73,42.284904
2014,4,23,0,138.75,42.291
2014,4,23,1,138.77,42.297096
2014,4,23,2,138.79,42.303192
2014,4,23,3,138.8,42.30624
2014,4,23,4,138.82,42.312336
2014,4,23,5,138.84,42.318432
2014,4,23,6,138.86,42.324528
2014,4,23,7,138.88,42.330624
2014,4,23,8,138.9,42.33672
2014,4,23,9,138.91,42.339768
2014,4,23,10,138.93,42.345864
2014,4,23,11,138.95,42.35196
2014,4,23,12,138.97,42.358056
2014,4,23,13,138.99,42.364152
2014,4,23,14,139.01,42.370248
2014,4,23,15,139.04,42.379392
2014,4,23,16,139.05,42.38244
2014,4,23,17,139.06,42.385488
2014,4,23,18,139.08,42.391584
2014,4,23,19,139.1,42.39768
2014,4,23,20,139.12,42.403776
2014,4,23,21,139.13,42.406824
2014,4,23,22,139.15,42.41292
2014,4,23,23,139.17,42.419016
2014,4,24,0,139.18,42.422064
2014,4,24,1,139.2,42.42816
2014,4,24,2,139.22,42.434256
2014,4,24,3,139.24,42.440352
2014,4,24,4,139.25,42.4434
2014,4,24,5,139.27,42.449496
2014,4,24,6,139.29,42.455592
2014,4,24,7,139.3,42.45864
2014,4,24,8,139.32,42.464736
2014,4,24,9,139.34,42.470832
2014,4,24,10,139.36,42.476928
2014,4,24,11,139.37,42.479976
2014,4,24,12,139.39,42.486072
2014,4,24,13,139.41,42.492168
2014,4,24,14,139.42,42.495216
2014,4,24,15,139.44,42.501312
2014,4,24,16,139.46,42.507408
2014,4,24,17,139.47,42.510456
2014,4,24,18,139.5,42.5196
2014,4,24,19,139.51,42.522648
2014,4,24,20,139.53,42.528744
2014,4,24,21,139.55,42.53484
2014,4,24,22,139.57,42.540936
2014,4,24,23,139.58,42.543984
2014,4,25,0,139.6,42.55008
2014,4,25,1,139.62,42.556176
2014,4,25,2,139.64,42.562272
2014,4,25,3,139.65,42.56532
2014,4,25,4,139.67,42.571416
2014,4,25,5,139.69,42.577512
2014,4,25,6,139.7,42.58056
2014,4,25,7,139.72,42.586656
2014,4,25,8,139.74,42.592752
2014,4,25,9,139.76,42.598848
2014,4,25,10,139.78,42.604944
2014,4,25,11,139.79,42.607992
2014,4,25,12,139.81,42.614088
2014,4,25,13,139.82,42.617136
2014,4,25,14,139.84,42.623232
2014,4,25,15,139.85,42.62628
2014,4,25,16,139.86,42.629328
2014,4,25,17,139.87,42.632376
2014,4,25,18,139.88,42.635424
2014,4,25,19,139.89,42.638472
2014,4,25,20,139.89,42.638472
2014,4,25,21,139.9,42.64152
2014,4,25,22,139.9,42.64152
2014,4,25,23,139.9,42.64152
2014,4,26,0,139.91,42.644568
2014,4,26,1,139.91,42.644568
2014,4,26,2,139.91,42.644568
2014,4,26,3,139.91,42.644568
2014,4,26,4,139.91,42.644568
2014,4,26,5,139.9,42.64152
2014,4,26,6,139.9,42.64152
2014,4,26,7,139.89,42.638472
2014,4,26,8,139.88,42.635424
2014,4,26,9,139.86,42.629328
2014,4,26,10,139.84,42.623232
2014,4,26,11,139.83,42.620184
2014,4,26,12,139.83,42.620184
2014,4,26,13,139.81,42.614088
2014,4,26,14,139.81,42.614088
2014,4,26,15,139.81,42.614088
2014,4,26,16,139.8,42.61104
2014,4,26,17,139.8,42.61104
2014,4,26,18,139.8,42.61104
2014,4,26,19,139.81,42.614088
2014,4,26,20,139.82,42.617136
2014,4,26,21,139.81,42.614088
2014,4,26,22,139.82,42.617136
2014,4,26,23,139.82,42.617136
2014,4,27,0,139.82,42.617136
2014,4,27,1,139.83,42.620184
2014,4,27,2,139.84,42.623232
2014,4,27,3,139.84,42.623232
2014,4,27,4,139.85,42.62628
2014,4,27,5,139.86,42.629328
2014,4,27,6,139.88,42.635424
2014,4,27,7,139.89,42.638472
2014,4,27,8,139.9,42.64152
2014,4,27,9,139.91,42.644568
2014,4,27,10,139.92,42.647616
2014,4,27,11,139.94,42.653712
2014,4,27,12,139.95,42.65676
2014,4,27,13,139.97,42.662856
2014,4,27,14,139.98,42.665904
2014,4,27,15,139.99,42.668952
2014,4,27,16,140.01,42.675048
2014,4,27,17,140.02,42.678096
2014,4,27,18,140.04,42.684192
2014,4,27,19,140.06,42.690288
2014,4,27,20,140.08,42.696384
2014,4,27,21,140.1,42.70248
2014,4,27,22,140.12,42.708576
2014,4,27,23,140.14,42.714672
2014,4,28,0,140.16,42.720768
2014,4,28,1,140.19,42.729912
2014,4,28,2,140.21,42.736008
2014,4,28,3,140.22,42.739056
2014,4,28,4,140.24,42.745152
2014,4,28,5,140.27,42.754296
2014,4,28,6,140.29,42.760392
2014,4,28,7,140.31,42.766488
2014,4,28,8,140.34,42.775632
2014,4,28,9,140.36,42.781728
2014,4,28,10,140.38,42.787824
2014,4,28,11,140.4,42.79392
2014,4,28,12,140.43,42.803064
2014,4,28,13,140.45,42.80916
2014,4,28,14,140.48,42.818304
2014,4,28,15,140.5,42.8244
2014,4,28,16,140.52,42.830496
2014,4,28,17,140.55,42.83964
2014,4,28,18,140.57,42.845736
2014,4,28,19,140.6,42.85488
2014,4,28,20,140.61,42.857928
2014,4,28,21,140.64,42.867072
2014,4,28,22,140.66,42.873168
2014,4,28,23,140.68,42.879264
2014,4,29,0,140.71,42.888408
2014,4,29,1,140.74,42.897552
2014,4,29,2,140.77,42.906696
2014,4,29,3,140.79,42.912792
2014,4,29,4,140.82,42.921936
2014,4,29,5,140.85,42.93108
2014,4,29,6,140.88,42.940224
2014,4,29,7,140.91,42.949368
2014,4,29,8,140.93,42.955464
2014,4,29,9,140.96,42.964608
2014,4,29,10,140.98,42.970704
2014,4,29,11,141.01,42.979848
2014,4,29,12,141.04,42.988992
2014,4,29,13,141.07,42.998136
2014,4,29,14,141.1,43.00728
2014,4,29,15,141.13,43.016424
2014,4,29,16,141.15,43.02252
2014,4,29,17,141.17,43.028616
2014,4,29,18,141.2,43.03776
2014,4,29,19,141.23,43.046904
2014,4,29,20,141.26,43.056048
2014,4,29,21,141.28,43.062144
2014,4,29,22,141.3,43.06824
2014,4,29,23,141.32,43.074336
2014,4,30,0,141.35,43.08348
2014,4,30,1,141.37,43.089576
2014,4,30,2,141.39,43.095672
2014,4,30,3,141.41,43.101768
2014,4,30,4,141.42,43.104816
2014,4,30,5,141.43,43.107864
2014,4,30,6,141.44,43.110912
2014,4,30,7,141.45,43.11396
2014,4,30,8,141.47,43.120056
2014,4,30,9,141.47,43.120056
2014,4,30,10,141.49,43.126152
2014,4,30,11,141.49,43.126152
2014,4,30,12,141.5,43.1292
2014,4,30,13,141.51,43.132248
2014,4,30,14,141.52,43.135296
2014,4,30,15,141.51,43.132248
2014,4,30,16,141.52,43.135296
2014,4,30,17,141.52,43.135296
2014,4,30,18,141.52,43.135296
2014,4,30,19,141.52,43.135296
2014,4,30,20,141.52,43.135296
2014,4,30,21,141.52,43.135296
2014,4,30,22,141.51,43.132248
2014,4,30,23,141.52,43.135296
2014,5,1,0,141.51,43.132248
2014,5,1,1,141.52,43.135296
2014,5,1,2,141.52,43.135296
2014,5,1,3,141.53,43.138344
2014,5,1,4,141.53,43.138344
2014,5,1,5,141.54,43.141392
2014,5,1,6,141.55,43.14444
2014,5,1,7,141.55,43.14444
2014,5,1,8,141.56,43.147488
2014,5,1,9,141.57,43.150536
2014,5,1,10,141.58,43.153584
2014,5,1,11,141.6,43.15968
2014,5,1,12,141.61,43.162728
2014,5,1,13,141.62,43.165776
2014,5,1,14,141.64,43.171872
2014,5,1,15,141.64,43.171872
2014,5,1,16,141.66,43.177968
2014,5,1,17,141.67,43.181016
2014,5,1,18,141.69,43.187112
2014,5,1,19,141.7,43.19016
2014,5,1,20,141.72,43.196256
2014,5,1,21,141.73,43.199304
2014,5,1,22,141.75,43.2054
2014,5,1,23,141.77,43.211496
2014,5,2,0,141.8,43.22064
2014,5,2,1,141.81,43.223688
2014,5,2,2,141.84,43.232832
2014,5,2,3,141.85,43.23588
2014,5,2,4,141.87,43.241976
2014,5,2,5,141.89,43.248072
2014,5,2,6,141.92,43.257216
2014,5,2,7,141.93,43.260264
2014,5,2,8,141.95,43.26636
2014,5,2,9,141.97,43.272456
2014,5,2,10,141.99,43.278552
2014,5,2,11,142.02,43.287696
2014,5,2,12,142.03,43.290744
2014,5,2,13,142.06,43.299888
2014,5,2,14,142.08,43.305984
2014,5,2,15,142.1,43.31208
2014,5,2,16,142.12,43.318176
2014,5,2,17,142.15,43.32732
2014,5,2,18,142.17,43.333416
2014,5,2,19,142.19,43.339512
2014,5,2,20,142.21,43.345608
2014,5,2,21,142.24,43.354752
2014,5,2,22,142.26,43.360848
2014,5,2,23,142.28,43.366944
2014,5,3,0,142.3,43.37304
2014,5,3,1,142.33,43.382184
2014,5,3,2,142.35,43.38828
2014,5,3,3,142.38,43.397424
2014,5,3,4,142.4,43.40352
2014,5,3,5,142.42,43.409616
2014,5,3,6,142.44,43.415712
2014,5,3,7,142.46,43.421808
2014,5,3,8,142.49,43.430952
2014,5,3,9,142.51,43.437048
2014,5,3,10,142.53,43.443144
2014,5,3,11,142.56,43.452288
2014,5,3,12,142.58,43.458384
2014,5,3,13,142.6,43.46448
2014,5,3,14,142.62,43.470576
2014,5,3,15,142.65,43.47972
2014,5,3,16,142.67,43.485816
2014,5,3,17,142.7,43.49496
2014,5,3,18,142.72,43.501056
2014,5,3,19,142.75,43.5102
2014,5,3,20,142.78,43.519344
2014,5,3,21,142.8,43.52544
2014,5,3,22,142.82,43.531536
2014,5,3,23,142.85,43.54068
2014,5,4,0,142.87,43.546776
2014,5,4,1,142.9,43.55592
2014,5,4,2,142.91,43.558968
2014,5,4,3,142.93,43.565064
2014,5,4,4,142.95,43.57116
2014,5,4,5,142.97,43.577256
2014,5,4,6,142.99,43.583352
2014,5,4,7,143.01,43.589448
2014,5,4,8,143.02,43.592496
2014,5,4,9,143.04,43.598592
2014,5,4,10,143.05,43.60164
2014,5,4,11,143.07,43.607736
2014,5,4,12,143.08,43.610784
2014,5,4,13,143.1,43.61688
2014,5,4,14,143.11,43.619928
2014,5,4,15,143.12,43.622976
2014,5,4,16,143.13,43.626024
2014,5,4,17,143.15,43.63212
2014,5,4,18,143.16,43.635168
2014,5,4,19,143.17,43.638216
2014,5,4,20,143.18,43.641264
2014,5,4,21,143.19,43.644312
2014,5,4,22,143.2,43.64736
2014,5,4,23,143.21,43.650408
2014,5,5,0,143.22,43.653456
2014,5,5,1,143.23,43.656504
2014,5,5,2,143.24,43.659552
2014,5,5,3,143.24,43.659552
2014,5,5,4,143.25,43.6626
2014,5,5,5,143.25,43.6626
2014,5,5,6,143.26,43.665648
2014,5,5,7,143.26,43.665648
2014,5,5,8,143.27,43.668696
2014,5,5,9,143.28,43.671744
2014,5,5,10,143.29,43.674792
2014,5,5,11,143.29,43.674792
2014,5,5,12,143.3,43.67784
2014,5,5,13,143.31,43.680888
2014,5,5,14,143.31,43.680888
2014,5,5,15,143.31,43.680888
2014,5,5,16,143.32,43.683936
2014,5,5,17,143.32,43.683936
2014,5,5,18,143.32,43.683936
2014,5,5,19,143.32,43.683936
2014,5,5,20,143.32,43.683936
2014,5,5,21,143.32,43.683936
2014,5,5,22,143.33,43.686984
2014,5,5,23,143.33,43.686984
2014,5,6,0,143.34,43.690032
2014,5,6,1,143.35,43.69308
2014,5,6,2,143.36,43.696128
2014,5,6,3,143.37,43.699176
2014,5,6,4,143.38,43.702224
2014,5,6,5,143.39,43.705272
2014,5,6,6,143.4,43.70832
2014,5,6,7,143.41,43.711368
2014,5,6,8,143.43,43.717464
2014,5,6,9,143.44,43.720512
2014,5,6,10,143.45,43.72356
2014,5,6,11,143.47,43.729656
2014,5,6,12,143.48,43.732704
2014,5,6,13,143.49,43.735752
2014,5,6,14,143.5,43.7388
2014,5,6,15,143.52,43.744896
2014,5,6,16,143.52,43.744896
2014,5,6,17,143.53,43.747944
2014,5,6,18,143.54,43.750992
2014,5,6,19,143.56,43.757088
2014,5,6,20,143.57,43.760136
2014,5,6,21,143.58,43.763184
2014,5,6,22,143.59,43.766232
2014,5,6,23,143.61,43.772328
2014,5,7,0,143.62,43.775376
2014,5,7,1,143.63,43.778424
2014,5,7,2,143.64,43.781472
2014,5,7,3,143.65,43.78452
2014,5,7,4,143.67,43.790616
2014,5,7,5,143.68,43.793664
2014,5,7,6,143.69,43.796712
2014,5,7,7,143.71,43.802808
2014,5,7,8,143.72,43.805856
2014,5,7,9,143.73,43.808904
2014,5,7,10,143.76,43.818048
2014,5,7,11,143.76,43.818048
2014,5,7,12,143.77,43.821096
2014,5,7,13,143.78,43.824144
2014,5,7,14,143.8,43.83024
2014,5,7,15,143.81,43.833288
2014,5,7,16,143.82,43.836336
2014,5,7,17,143.83,43.839384
2014,5,7,18,143.85,43.84548
2014,5,7,19,143.86,43.848528
2014,5,7,20,143.87,43.851576
2014,5,7,21,143.87,43.851576
2014,5,7,22,143.89,43.857672
2014,5,7,23,143.9,43.86072
2014,5,8,0,143.92,43.866816
2014,5,8,1,143.93,43.869864
2014,5,8,2,143.95,43.87596
2014,5,8,3,143.96,43.879008
2014,5,8,4,143.97,43.882056
2014,5,8,5,143.98,43.885104
2014,5,8,6,144,43.8912
2014,5,8,7,144.01,43.894248
2014,5,8,8,144.03,43.900344
2014,5,8,9,144.04,43.903392
2014,5,8,10,144.06,43.909488
2014,5,8,11,144.08,43.915584
2014,5,8,12,144.1,43.92168
2014,5,8,13,144.11,43.924728
2014,5,8,14,144.13,43.930824
2014,5,8,15,144.14,43.933872
2014,5,8,16,144.16,43.939968
2014,5,8,17,144.17,43.943016
2014,5,8,18,144.19,43.949112
2014,5,8,19,144.2,43.95216
2014,5,8,20,144.22,43.958256
2014,5,8,21,144.23,43.961304
2014,5,8,22,144.25,43.9674
2014,5,8,23,144.26,43.970448
2014,5,9,0,144.28,43.976544
2014,5,9,1,144.29,43.979592
2014,5,9,2,144.3,43.98264
2014,5,9,3,144.31,43.985688
2014,5,9,4,144.33,43.991784
2014,5,9,5,144.35,43.99788
2014,5,9,6,144.36,44.000928
2014,5,9,7,144.38,44.007024
2014,5,9,8,144.39,44.010072
2014,5,9,9,144.41,44.016168
2014,5,9,10,144.42,44.019216
2014,5,9,11,144.44,44.025312
2014,5,9,12,144.45,44.02836
2014,5,9,13,144.46,44.031408
2014,5,9,14,144.48,44.037504
2014,5,9,15,144.49,44.040552
2014,5,9,16,144.5,44.0436
2014,5,9,17,144.51,44.046648
2014,5,9,18,144.53,44.052744
2014,5,9,19,144.53,44.052744
2014,5,9,20,144.54,44.055792
2014,5,9,21,144.55,44.05884
2014,5,9,22,144.56,44.061888
2014,5,9,23,144.56,44.061888
2014,5,10,0,144.57,44.064936
2014,5,10,1,144.57,44.064936
2014,5,10,2,144.58,44.067984
2014,5,10,3,144.58,44.067984
2014,5,10,4,144.58,44.067984
2014,5,10,5,144.59,44.071032
2014,5,10,6,144.59,44.071032
2014,5,10,7,144.59,44.071032
2014,5,10,8,144.6,44.07408
2014,5,10,9,144.6,44.07408
2014,5,10,10,144.61,44.077128
2014,5,10,11,144.62,44.080176
2014,5,10,12,144.63,44.083224
2014,5,10,13,144.63,44.083224
2014,5,10,14,144.64,44.086272
2014,5,10,15,144.64,44.086272
2014,5,10,16,144.65,44.08932
2014,5,10,17,144.65,44.08932
2014,5,10,18,144.65,44.08932
2014,5,10,19,144.65,44.08932
2014,5,10,20,144.64,44.086272
2014,5,10,21,144.64,44.086272
2014,5,10,22,144.63,44.083224
2014,5,10,23,144.62,44.080176
2014,5,11,0,144.61,44.077128
2014,5,11,1,144.6,44.07408
2014,5,11,2,144.58,44.067984
2014,5,11,3,144.55,44.05884
2014,5,11,4,144.52,44.049696
2014,5,11,5,144.49,44.040552
2014,5,11,6,144.45,44.02836
2014,5,11,7,144.41,44.016168
2014,5,11,8,144.39,44.010072
2014,5,11,9,144.34,43.994832
2014,5,11,10,144.3,43.98264
2014,5,11,11,144.26,43.970448
2014,5,11,12,144.23,43.961304
2014,5,11,13,144.19,43.949112
2014,5,11,14,144.15,43.93692
2014,5,11,15,144.11,43.924728
2014,5,11,16,144.07,43.912536
2014,5,11,17,144.03,43.900344
2014,5,11,18,143.99,43.888152
2014,5,11,19,143.95,43.87596
2014,5,11,20,143.92,43.866816
2014,5,11,21,143.88,43.854624
2014,5,11,22,143.85,43.84548
2014,5,11,23,143.82,43.836336
2014,5,12,0,143.78,43.824144
2014,5,12,1,143.76,43.818048
2014,5,12,2,143.72,43.805856
2014,5,12,3,143.7,43.79976
2014,5,12,4,143.67,43.790616
2014,5,12,5,143.64,43.781472
2014,5,12,6,143.62,43.775376
2014,5,12,7,143.59,43.766232
2014,5,12,8,143.57,43.760136
2014,5,12,9,143.55,43.75404
2014,5,12,10,143.53,43.747944
2014,5,12,11,143.51,43.741848
2014,5,12,12,143.49,43.735752
2014,5,12,13,143.47,43.729656
2014,5,12,14,143.45,43.72356
2014,5,12,15,143.43,43.717464
2014,5,12,16,143.41,43.711368
2014,5,12,17,143.39,43.705272
2014,5,12,18,143.37,43.699176
2014,5,12,19,143.35,43.69308
2014,5,12,20,143.33,43.686984
2014,5,12,21,143.31,43.680888
2014,5,12,22,143.29,43.674792
2014,5,12,23,143.28,43.671744
2014,5,13,0,143.27,43.668696
2014,5,13,1,143.23,43.656504
2014,5,13,2,143.21,43.650408
2014,5,13,3,143.18,43.641264
2014,5,13,4,143.15,43.63212
2014,5,13,5,143.12,43.622976
2014,5,13,6,143.09,43.613832
2014,5,13,7,143.06,43.604688
2014,5,13,8,143.04,43.598592
2014,5,13,9,143.01,43.589448
2014,5,13,10,143,43.5864
2014,5,13,11,142.98,43.580304
2014,5,13,12,142.97,43.577256
2014,5,13,13,142.95,43.57116
2014,5,13,14,142.94,43.568112
2014,5,13,15,142.92,43.562016
2014,5,13,16,142.91,43.558968
2014,5,13,17,142.9,43.55592
2014,5,13,18,142.88,43.549824
2014,5,13,19,142.85,43.54068
2014,5,13,20,142.84,43.537632
2014,5,13,21,142.82,43.531536
2014,5,13,22,142.81,43.528488
2014,5,13,23,142.8,43.52544
2014,5,14,0,142.79,43.522392
2014,5,14,1,142.78,43.519344
2014,5,14,2,142.77,43.516296
2014,5,14,3,142.76,43.513248
2014,5,14,4,142.75,43.5102
2014,5,14,5,142.74,43.507152
2014,5,14,6,142.73,43.504104
2014,5,14,7,142.71,43.498008
2014,5,14,8,142.7,43.49496
2014,5,14,9,142.69,43.491912
2014,5,14,10,142.67,43.485816
2014,5,14,11,142.64,43.476672
2014,5,14,12,142.65,43.47972
2014,5,14,13,142.62,43.470576
2014,5,14,14,142.61,43.467528
2014,5,14,15,142.6,43.46448
2014,5,14,16,142.6,43.46448
2014,5,14,17,142.58,43.458384
2014,5,14,18,142.57,43.455336
2014,5,14,19,142.56,43.452288
2014,5,14,20,142.54,43.446192
2014,5,14,21,142.54,43.446192
2014,5,14,22,142.53,43.443144
2014,5,14,23,142.51,43.437048
2014,5,15,0,142.5,43.434
2014,5,15,1,142.49,43.430952
2014,5,15,2,142.48,43.427904
2014,5,15,3,142.47,43.424856
2014,5,15,4,142.45,43.41876
2014,5,15,5,142.43,43.412664
2014,5,15,6,142.42,43.409616
2014,5,15,7,142.41,43.406568
2014,5,15,8,142.4,43.40352
2014,5,15,9,142.39,43.400472
2014,5,15,10,142.38,43.397424
2014,5,15,11,142.37,43.394376
2014,5,15,12,142.36,43.391328
2014,5,15,13,142.35,43.38828
2014,5,15,14,142.34,43.385232
2014,5,15,15,142.33,43.382184
2014,5,15,16,142.31,43.376088
2014,5,15,17,142.3,43.37304
2014,5,15,18,142.29,43.369992
2014,5,15,19,142.27,43.363896
2014,5,15,20,142.25,43.3578
2014,5,15,21,142.24,43.354752
2014,5,15,22,142.21,43.345608
2014,5,15,23,142.18,43.336464
2014,5,16,0,142.17,43.333416
2014,5,16,1,142.15,43.32732
2014,5,16,2,142.14,43.324272
2014,5,16,3,142.12,43.318176
2014,5,16,4,142.11,43.315128
2014,5,16,5,142.09,43.309032
2014,5,16,6,142.08,43.305984
2014,5,16,7,142.06,43.299888
2014,5,16,8,142.04,43.293792
2014,5,16,9,142.03,43.290744
2014,5,16,10,142.01,43.284648
2014,5,16,11,141.99,43.278552
2014,5,16,12,141.97,43.272456
2014,5,16,13,141.95,43.26636
2014,5,16,14,141.94,43.263312
2014,5,16,15,141.93,43.260264
2014,5,16,16,141.92,43.257216
2014,5,16,17,141.9,43.25112
2014,5,16,18,141.89,43.248072
2014,5,16,19,141.88,43.245024
2014,5,16,20,141.86,43.238928
2014,5,16,21,141.85,43.23588
2014,5,16,22,141.83,43.229784
