Y,M,D,H,DTW_ft,DTW_m
2015,4,17,18,135.28,41.233344
2015,4,17,19,135.28,41.233344
2015,4,17,20,135.27,41.230296
2015,4,17,21,135.27,41.230296
2015,4,17,22,135.27,41.230296
2015,4,17,23,135.26,41.227248
2015,4,18,0,135.26,41.227248
2015,4,18,1,135.25,41.2242
2015,4,18,2,135.25,41.2242
2015,4,18,3,135.24,41.221152
2015,4,18,4,135.23,41.218104
2015,4,18,5,135.23,41.218104
2015,4,18,6,135.22,41.215056
2015,4,18,7,135.21,41.212008
2015,4,18,8,135.2,41.20896
2015,4,18,9,135.19,41.205912
2015,4,18,10,135.18,41.202864
2015,4,18,11,135.16,41.196768
2015,4,18,12,135.14,41.190672
2015,4,18,13,135.13,41.187624
2015,4,18,14,135.11,41.181528
2015,4,18,15,135.09,41.175432
2015,4,18,16,135.08,41.172384
2015,4,18,17,135.06,41.166288
2015,4,18,18,135.05,41.16324
2015,4,18,19,135.03,41.157144
2015,4,18,20,135.01,41.151048
2015,4,18,21,135,41.148
2015,4,18,22,134.99,41.144952
2015,4,18,23,134.98,41.141904
2015,4,19,0,134.97,41.138856
2015,4,19,1,134.96,41.135808
2015,4,19,2,134.95,41.13276
2015,4,19,3,134.94,41.129712
2015,4,19,4,134.93,41.126664
2015,4,19,5,134.92,41.123616
2015,4,19,6,134.9,41.11752
2015,4,19,7,134.9,41.11752
2015,4,19,8,134.88,41.111424
2015,4,19,9,134.87,41.108376
2015,4,19,10,134.86,41.105328
2015,4,19,11,134.84,41.099232
2015,4,19,12,134.82,41.093136
2015,4,19,13,134.8,41.08704
2015,4,19,14,134.79,41.083992
2015,4,19,15,134.78,41.080944
2015,4,19,16,134.76,41.074848
2015,4,19,17,134.75,41.0718
2015,4,19,18,134.73,41.065704
2015,4,19,19,134.72,41.062656
2015,4,19,20,134.71,41.059608
2015,4,19,21,134.69,41.053512
2015,4,19,22,134.68,41.050464
2015,4,19,23,134.67,41.047416
2015,4,20,0,134.66,41.044368
2015,4,20,1,134.65,41.04132
2015,4,20,2,134.65,41.04132
2015,4,20,3,134.64,41.038272
2015,4,20,4,134.63,41.035224
2015,4,20,5,134.62,41.032176
2015,4,20,6,134.62,41.032176
2015,4,20,7,134.61,41.029128
2015,4,20,8,134.6,41.02608
2015,4,20,9,134.59,41.023032
2015,4,20,10,134.59,41.023032
2015,4,20,11,134.58,41.019984
2015,4,20,12,134.58,41.019984
2015,4,20,13,134.57,41.016936
2015,4,20,14,134.56,41.013888
2015,4,20,15,134.56,41.013888
2015,4,20,16,134.55,41.01084
2015,4,20,17,134.54,41.007792
2015,4,20,18,134.53,41.004744
2015,4,20,19,134.52,41.001696
2015,4,20,20,134.52,41.001696
2015,4,20,21,134.52,41.001696
2015,4,20,22,134.51,40.998648
2015,4,20,23,134.5,40.9956
2015,4,21,0,134.49,40.992552
2015,4,21,1,134.49,40.992552
2015,4,21,2,134.48,40.989504
2015,4,21,3,134.47,40.986456
2015,4,21,4,134.47,40.986456
2015,4,21,5,134.46,40.983408
2015,4,21,6,134.45,40.98036
2015,4,21,7,134.45,40.98036
2015,4,21,8,134.44,40.977312
2015,4,21,9,134.43,40.974264
2015,4,21,10,134.43,40.974264
2015,4,21,11,134.44,40.977312
2015,4,21,12,134.42,40.971216
2015,4,21,13,134.41,40.968168
2015,4,21,14,134.41,40.968168
2015,4,21,15,134.41,40.968168
2015,4,21,16,134.4,40.96512
2015,4,21,17,134.39,40.962072
2015,4,21,18,134.39,40.962072
2015,4,21,19,134.38,40.959024
2015,4,21,20,134.38,40.959024
2015,4,21,21,134.38,40.959024
2015,4,21,22,134.37,40.955976
2015,4,21,23,134.37,40.955976
2015,4,22,0,134.37,40.955976
2015,4,22,1,134.37,40.955976
2015,4,22,2,134.36,40.952928
2015,4,22,3,134.36,40.952928
2015,4,22,4,134.36,40.952928
2015,4,22,5,134.36,40.952928
2015,4,22,6,134.35,40.94988
2015,4,22,7,134.35,40.94988
2015,4,22,8,134.36,40.952928
2015,4,22,9,134.35,40.94988
2015,4,22,10,134.35,40.94988
2015,4,22,11,134.35,40.94988
2015,4,22,12,134.34,40.946832
2015,4,22,13,134.34,40.946832
2015,4,22,14,134.35,40.94988
2015,4,22,15,134.34,40.946832
2015,4,22,16,134.34,40.946832
2015,4,22,17,134.34,40.946832
2015,4,22,18,134.35,40.94988
2015,4,22,19,134.36,40.952928
2015,4,22,20,134.34,40.946832
2015,4,22,21,134.35,40.94988
2015,4,22,22,134.35,40.94988
2015,4,22,23,134.35,40.94988
2015,4,23,0,134.35,40.94988
2015,4,23,1,134.36,40.952928
2015,4,23,2,134.36,40.952928
2015,4,23,3,134.36,40.952928
2015,4,23,4,134.36,40.952928
2015,4,23,5,134.36,40.952928
2015,4,23,6,134.37,40.955976
2015,4,23,7,134.37,40.955976
2015,4,23,8,134.37,40.955976
2015,4,23,9,134.38,40.959024
2015,4,23,10,134.38,40.959024
2015,4,23,11,134.39,40.962072
2015,4,23,12,134.39,40.962072
2015,4,23,13,134.39,40.962072
2015,4,23,14,134.4,40.96512
2015,4,23,15,134.4,40.96512
2015,4,23,16,134.41,40.968168
2015,4,23,17,134.41,40.968168
2015,4,23,18,134.41,40.968168
2015,4,23,19,134.42,40.971216
2015,4,23,20,134.42,40.971216
2015,4,23,21,134.42,40.971216
2015,4,23,22,134.43,40.974264
2015,4,23,23,134.43,40.974264
2015,4,24,0,134.44,40.977312
2015,4,24,1,134.44,40.977312
2015,4,24,2,134.45,40.98036
2015,4,24,3,134.45,40.98036
2015,4,24,4,134.46,40.983408
2015,4,24,5,134.47,40.986456
2015,4,24,6,134.47,40.986456
2015,4,24,7,134.47,40.986456
2015,4,24,8,134.47,40.986456
2015,4,24,9,134.48,40.989504
2015,4,24,10,134.48,40.989504
2015,4,24,11,134.48,40.989504
2015,4,24,12,134.49,40.992552
2015,4,24,13,134.5,40.9956
2015,4,24,14,134.5,40.9956
2015,4,24,15,134.5,40.9956
2015,4,24,16,134.51,40.998648
2015,4,24,17,134.51,40.998648
2015,4,24,18,134.51,40.998648
2015,4,24,19,134.52,41.001696
2015,4,24,20,134.51,40.998648
2015,4,24,21,134.52,41.001696
2015,4,24,22,134.52,41.001696
2015,4,24,23,134.52,41.001696
2015,4,25,0,134.53,41.004744
2015,4,25,1,134.54,41.007792
2015,4,25,2,134.55,41.01084
2015,4,25,3,134.54,41.007792
2015,4,25,4,134.54,41.007792
2015,4,25,5,134.54,41.007792
2015,4,25,6,134.55,41.01084
2015,4,25,7,134.55,41.01084
2015,4,25,8,134.55,41.01084
2015,4,25,9,134.55,41.01084
2015,4,25,10,134.55,41.01084
2015,4,25,11,134.55,41.01084
2015,4,25,12,134.55,41.01084
2015,4,25,13,134.55,41.01084
2015,4,25,14,134.55,41.01084
2015,4,25,15,134.54,41.007792
2015,4,25,16,134.54,41.007792
2015,4,25,17,134.54,41.007792
2015,4,25,18,134.54,41.007792
2015,4,25,19,134.54,41.007792
2015,4,25,20,134.54,41.007792
2015,4,25,21,134.54,41.007792
2015,4,25,22,134.54,41.007792
2015,4,25,23,134.54,41.007792
2015,4,26,0,134.54,41.007792
2015,4,26,1,134.54,41.007792
2015,4,26,2,134.54,41.007792
2015,4,26,3,134.54,41.007792
2015,4,26,4,134.54,41.007792
2015,4,26,5,134.55,41.01084
2015,4,26,6,134.56,41.013888
2015,4,26,7,134.55,41.01084
2015,4,26,8,134.55,41.01084
2015,4,26,9,134.55,41.01084
2015,4,26,10,134.55,41.01084
2015,4,26,11,134.55,41.01084
2015,4,26,12,134.55,41.01084
2015,4,26,13,134.56,41.013888
2015,4,26,14,134.55,41.01084
2015,4,26,15,134.56,41.013888
2015,4,26,16,134.55,41.01084
2015,4,26,17,134.55,41.01084
2015,4,26,18,134.55,41.01084
2015,4,26,19,134.55,41.01084
2015,4,26,20,134.56,41.013888
2015,4,26,21,134.55,41.01084
2015,4,26,22,134.56,41.013888
2015,4,26,23,134.56,41.013888
2015,4,27,0,134.56,41.013888
2015,4,27,1,134.56,41.013888
2015,4,27,2,134.57,41.016936
2015,4,27,3,134.58,41.019984
2015,4,27,4,134.58,41.019984
2015,4,27,5,134.58,41.019984
2015,4,27,6,134.58,41.019984
2015,4,27,7,134.58,41.019984
2015,4,27,8,134.58,41.019984
2015,4,27,9,134.58,41.019984
2015,4,27,10,134.58,41.019984
2015,4,27,11,134.58,41.019984
2015,4,27,12,134.58,41.019984
2015,4,27,13,134.58,41.019984
2015,4,27,14,134.59,41.023032
2015,4,27,15,134.59,41.023032
2015,4,27,16,134.59,41.023032
2015,4,27,17,134.59,41.023032
2015,4,27,18,134.59,41.023032
2015,4,27,19,134.59,41.023032
2015,4,27,20,134.59,41.023032
2015,4,27,21,134.6,41.02608
2015,4,27,22,134.6,41.02608
2015,4,27,23,134.61,41.029128
2015,4,28,0,134.61,41.029128
2015,4,28,1,134.61,41.029128
2015,4,28,2,134.61,41.029128
2015,4,28,3,134.62,41.032176
2015,4,28,4,134.62,41.032176
2015,4,28,5,134.62,41.032176
2015,4,28,6,134.62,41.032176
2015,4,28,7,134.63,41.035224
2015,4,28,8,134.64,41.038272
2015,4,28,9,134.63,41.035224
2015,4,28,10,134.63,41.035224
2015,4,28,11,134.63,41.035224
2015,4,28,12,134.63,41.035224
2015,4,28,13,134.64,41.038272
2015,4,28,14,134.64,41.038272
2015,4,28,15,134.63,41.035224
2015,4,28,16,134.64,41.038272
2015,4,28,17,134.64,41.038272
2015,4,28,18,134.63,41.035224
2015,4,28,19,134.63,41.035224
2015,4,28,20,134.63,41.035224
2015,4,28,21,134.63,41.035224
2015,4,28,22,134.63,41.035224
2015,4,28,23,134.63,41.035224
2015,4,29,0,134.63,41.035224
2015,4,29,1,134.63,41.035224
2015,4,29,2,134.62,41.032176
2015,4,29,3,134.62,41.032176
2015,4,29,4,134.62,41.032176
2015,4,29,5,134.61,41.029128
2015,4,29,6,134.61,41.029128
2015,4,29,7,134.6,41.02608
2015,4,29,8,134.6,41.02608
2015,4,29,9,134.6,41.02608
2015,4,29,10,134.59,41.023032
2015,4,29,11,134.58,41.019984
2015,4,29,12,134.58,41.019984
2015,4,29,13,134.57,41.016936
2015,4,29,14,134.56,41.013888
2015,4,29,15,134.56,41.013888
2015,4,29,16,134.55,41.01084
2015,4,29,17,134.54,41.007792
2015,4,29,18,134.54,41.007792
2015,4,29,19,134.52,41.001696
2015,4,29,20,134.52,41.001696
2015,4,29,21,134.51,40.998648
2015,4,29,22,134.52,41.001696
2015,4,29,23,134.5,40.9956
2015,4,30,0,134.49,40.992552
2015,4,30,1,134.49,40.992552
2015,4,30,2,134.48,40.989504
2015,4,30,3,134.48,40.989504
2015,4,30,4,134.47,40.986456
2015,4,30,5,134.47,40.986456
2015,4,30,6,134.46,40.983408
2015,4,30,7,134.46,40.983408
2015,4,30,8,134.45,40.98036
2015,4,30,9,134.44,40.977312
2015,4,30,10,134.44,40.977312
2015,4,30,11,134.43,40.974264
2015,4,30,12,134.42,40.971216
2015,4,30,13,134.42,40.971216
2015,4,30,14,134.43,40.974264
2015,4,30,15,134.41,40.968168
2015,4,30,16,134.41,40.968168
2015,4,30,17,134.4,40.96512
2015,4,30,18,134.39,40.962072
2015,4,30,19,134.39,40.962072
2015,4,30,20,134.38,40.959024
2015,4,30,21,134.38,40.959024
2015,4,30,22,134.37,40.955976
2015,4,30,23,134.36,40.952928
2015,5,1,0,134.36,40.952928
2015,5,1,1,134.36,40.952928
2015,5,1,2,134.35,40.94988
2015,5,1,3,134.35,40.94988
2015,5,1,4,134.35,40.94988
2015,5,1,5,134.34,40.946832
2015,5,1,6,134.33,40.943784
2015,5,1,7,134.33,40.943784
2015,5,1,8,134.33,40.943784
2015,5,1,9,134.32,40.940736
2015,5,1,10,134.32,40.940736
2015,5,1,11,134.32,40.940736
2015,5,1,12,134.31,40.937688
2015,5,1,13,134.3,40.93464
2015,5,1,14,134.3,40.93464
2015,5,1,15,134.3,40.93464
2015,5,1,16,134.29,40.931592
2015,5,1,17,134.29,40.931592
2015,5,1,18,134.28,40.928544
2015,5,1,19,134.28,40.928544
2015,5,1,20,134.27,40.925496
2015,5,1,21,134.27,40.925496
2015,5,1,22,134.27,40.925496
2015,5,1,23,134.26,40.922448
2015,5,2,0,134.26,40.922448
2015,5,2,1,134.26,40.922448
2015,5,2,2,134.25,40.9194
2015,5,2,3,134.25,40.9194
2015,5,2,4,134.25,40.9194
2015,5,2,5,134.24,40.916352
2015,5,2,6,134.24,40.916352
2015,5,2,7,134.24,40.916352
2015,5,2,8,134.23,40.913304
2015,5,2,9,134.22,40.910256
2015,5,2,10,134.22,40.910256
2015,5,2,11,134.21,40.907208
2015,5,2,12,134.21,40.907208
2015,5,2,13,134.2,40.90416
2015,5,2,14,134.2,40.90416
2015,5,2,15,134.2,40.90416
2015,5,2,16,134.19,40.901112
2015,5,2,17,134.18,40.898064
2015,5,2,18,134.18,40.898064
2015,5,2,19,134.18,40.898064
2015,5,2,20,134.17,40.895016
2015,5,2,21,134.17,40.895016
2015,5,2,22,134.17,40.895016
2015,5,2,23,134.16,40.891968
2015,5,3,0,134.16,40.891968
2015,5,3,1,134.16,40.891968
2015,5,3,2,134.16,40.891968
2015,5,3,3,134.16,40.891968
2015,5,3,4,134.16,40.891968
2015,5,3,5,134.16,40.891968
2015,5,3,6,134.16,40.891968
2015,5,3,7,134.16,40.891968
2015,5,3,8,134.16,40.891968
2015,5,3,9,134.16,40.891968
2015,5,3,10,134.16,40.891968
2015,5,3,11,134.16,40.891968
2015,5,3,12,134.16,40.891968
2015,5,3,13,134.16,40.891968
2015,5,3,14,134.16,40.891968
2015,5,3,15,134.16,40.891968
2015,5,3,16,134.16,40.891968
2015,5,3,17,134.16,40.891968
2015,5,3,18,134.16,40.891968
2015,5,3,19,134.16,40.891968
2015,5,3,20,134.16,40.891968
2015,5,3,21,134.16,40.891968
2015,5,3,22,134.17,40.895016
2015,5,3,23,134.17,40.895016
2015,5,4,0,134.17,40.895016
2015,5,4,1,134.17,40.895016
2015,5,4,2,134.18,40.898064
2015,5,4,3,134.19,40.901112
2015,5,4,4,134.19,40.901112
2015,5,4,5,134.2,40.90416
2015,5,4,6,134.21,40.907208
2015,5,4,7,134.21,40.907208
2015,5,4,8,134.22,40.910256
2015,5,4,9,134.24,40.916352
2015,5,4,10,134.23,40.913304
2015,5,4,11,134.24,40.916352
2015,5,4,12,134.25,40.9194
2015,5,4,13,134.25,40.9194
2015,5,4,14,134.27,40.925496
2015,5,4,15,134.27,40.925496
2015,5,4,16,134.28,40.928544
2015,5,4,17,134.29,40.931592
2015,5,4,18,134.29,40.931592
2015,5,4,19,134.31,40.937688
2015,5,4,20,134.31,40.937688
2015,5,4,21,134.32,40.940736
2015,5,4,22,134.32,40.940736
2015,5,4,23,134.33,40.943784
2015,5,5,0,134.33,40.943784
2015,5,5,1,134.34,40.946832
2015,5,5,2,134.35,40.94988
2015,5,5,3,134.36,40.952928
2015,5,5,4,134.36,40.952928
2015,5,5,5,134.37,40.955976
2015,5,5,6,134.37,40.955976
2015,5,5,7,134.38,40.959024
2015,5,5,8,134.38,40.959024
2015,5,5,9,134.39,40.962072
2015,5,5,10,134.38,40.959024
2015,5,5,11,134.39,40.962072
2015,5,5,12,134.4,40.96512
2015,5,5,13,134.4,40.96512
2015,5,5,14,134.39,40.962072
2015,5,5,15,134.4,40.96512
2015,5,5,16,134.4,40.96512
2015,5,5,17,134.4,40.96512
2015,5,5,18,134.42,40.971216
2015,5,5,19,134.41,40.968168
2015,5,5,20,134.41,40.968168
2015,5,5,21,134.41,40.968168
2015,5,5,22,134.41,40.968168
2015,5,5,23,134.41,40.968168
2015,5,6,0,134.41,40.968168
2015,5,6,1,134.41,40.968168
2015,5,6,2,134.42,40.971216
2015,5,6,3,134.42,40.971216
2015,5,6,4,134.42,40.971216
2015,5,6,5,134.42,40.971216
2015,5,6,6,134.42,40.971216
2015,5,6,7,134.42,40.971216
2015,5,6,8,134.42,40.971216
2015,5,6,9,134.42,40.971216
2015,5,6,10,134.42,40.971216
2015,5,6,11,134.42,40.971216
2015,5,6,12,134.42,40.971216
2015,5,6,13,134.42,40.971216
2015,5,6,14,134.42,40.971216
2015,5,6,15,134.42,40.971216
2015,5,6,16,134.41,40.968168
2015,5,6,17,134.42,40.971216
2015,5,6,18,134.41,40.968168
2015,5,6,19,134.41,40.968168
2015,5,6,20,134.42,40.971216
2015,5,6,21,134.41,40.968168
2015,5,6,22,134.41,40.968168
2015,5,6,23,134.41,40.968168
2015,5,7,0,134.41,40.968168
2015,5,7,1,134.41,40.968168
2015,5,7,2,134.41,40.968168
2015,5,7,3,134.41,40.968168
2015,5,7,4,134.41,40.968168
2015,5,7,5,134.41,40.968168
2015,5,7,6,134.41,40.968168
2015,5,7,7,134.41,40.968168
2015,5,7,8,134.41,40.968168
2015,5,7,9,134.41,40.968168
2015,5,7,10,134.41,40.968168
2015,5,7,11,134.41,40.968168
2015,5,7,12,134.4,40.96512
2015,5,7,13,134.4,40.96512
2015,5,7,14,134.4,40.96512
2015,5,7,15,134.41,40.968168
2015,5,7,16,134.4,40.96512
2015,5,7,17,134.4,40.96512
2015,5,7,18,134.4,40.96512
2015,5,7,19,134.4,40.96512
2015,5,7,20,134.4,40.96512
2015,5,7,21,134.4,40.96512
2015,5,7,22,134.4,40.96512
2015,5,7,23,134.39,40.962072
2015,5,8,0,134.39,40.962072
2015,5,8,1,134.4,40.96512
2015,5,8,2,134.41,40.968168
2015,5,8,3,134.4,40.96512
2015,5,8,4,134.4,40.96512
2015,5,8,5,134.4,40.96512
2015,5,8,6,134.4,40.96512
2015,5,8,7,134.4,40.96512
2015,5,8,8,134.41,40.968168
2015,5,8,9,134.41,40.968168
2015,5,8,10,134.41,40.968168
2015,5,8,11,134.41,40.968168
2015,5,8,12,134.42,40.971216
2015,5,8,13,134.42,40.971216
2015,5,8,14,134.42,40.971216
2015,5,8,15,134.42,40.971216
2015,5,8,16,134.43,40.974264
2015,5,8,17,134.44,40.977312
2015,5,8,18,134.44,40.977312
2015,5,8,19,134.45,40.98036
2015,5,8,20,134.45,40.98036
2015,5,8,21,134.45,40.98036
2015,5,8,22,134.46,40.983408
2015,5,8,23,134.46,40.983408
2015,5,9,0,134.46,40.983408
2015,5,9,1,134.47,40.986456
2015,5,9,2,134.47,40.986456
2015,5,9,3,134.48,40.989504
2015,5,9,4,134.48,40.989504
2015,5,9,5,134.49,40.992552
2015,5,9,6,134.49,40.992552
2015,5,9,7,134.5,40.9956
2015,5,9,8,134.5,40.9956
2015,5,9,9,134.5,40.9956
2015,5,9,10,134.51,40.998648
2015,5,9,11,134.51,40.998648
2015,5,9,12,134.51,40.998648
2015,5,9,13,134.52,41.001696
2015,5,9,14,134.52,41.001696
2015,5,9,15,134.53,41.004744
2015,5,9,16,134.52,41.001696
2015,5,9,17,134.53,41.004744
2015,5,9,18,134.54,41.007792
2015,5,9,19,134.54,41.007792
2015,5,9,20,134.54,41.007792
2015,5,9,21,134.55,41.01084
2015,5,9,22,134.55,41.01084
2015,5,9,23,134.55,41.01084
2015,5,10,0,134.56,41.013888
2015,5,10,1,134.57,41.016936
2015,5,10,2,134.57,41.016936
2015,5,10,3,134.58,41.019984
2015,5,10,4,134.58,41.019984
2015,5,10,5,134.59,41.023032
2015,5,10,6,134.59,41.023032
2015,5,10,7,134.6,41.02608
2015,5,10,8,134.61,41.029128
2015,5,10,9,134.61,41.029128
2015,5,10,10,134.62,41.032176
2015,5,10,11,134.62,41.032176
2015,5,10,12,134.63,41.035224
2015,5,10,13,134.63,41.035224
2015,5,10,14,134.64,41.038272
2015,5,10,15,134.64,41.038272
2015,5,10,16,134.65,41.04132
2015,5,10,17,134.66,41.044368
2015,5,10,18,134.66,41.044368
2015,5,10,19,134.67,41.047416
2015,5,10,20,134.68,41.050464
2015,5,10,21,134.68,41.050464
2015,5,10,22,134.69,41.053512
2015,5,10,23,134.69,41.053512
2015,5,11,0,134.7,41.05656
2015,5,11,1,134.71,41.059608
2015,5,11,2,134.72,41.062656
2015,5,11,3,134.73,41.065704
2015,5,11,4,134.73,41.065704
2015,5,11,5,134.74,41.068752
2015,5,11,6,134.75,41.0718
2015,5,11,7,134.76,41.074848
2015,5,11,8,134.76,41.074848
2015,5,11,9,134.77,41.077896
2015,5,11,10,134.78,41.080944
2015,5,11,11,134.79,41.083992
2015,5,11,12,134.8,41.08704
2015,5,11,13,134.81,41.090088
2015,5,11,14,134.82,41.093136
2015,5,11,15,134.82,41.093136
2015,5,11,16,134.83,41.096184
2015,5,11,17,134.84,41.099232
2015,5,11,18,134.84,41.099232
2015,5,11,19,134.85,41.10228
2015,5,11,20,134.86,41.105328
2015,5,11,21,134.87,41.108376
2015,5,11,22,134.87,41.108376
2015,5,11,23,134.88,41.111424
2015,5,12,0,134.89,41.114472
2015,5,12,1,134.89,41.114472
2015,5,12,2,134.9,41.11752
2015,5,12,3,134.9,41.11752
2015,5,12,4,134.9,41.11752
2015,5,12,5,134.91,41.120568
2015,5,12,6,134.91,41.120568
2015,5,12,7,134.91,41.120568
2015,5,12,8,134.91,41.120568
2015,5,12,9,134.91,41.120568
2015,5,12,10,134.9,41.11752
2015,5,12,11,134.9,41.11752
2015,5,12,12,134.9,41.11752
2015,5,12,13,134.9,41.11752
2015,5,12,14,134.89,41.114472
2015,5,12,15,134.89,41.114472
2015,5,12,16,134.89,41.114472
2015,5,12,17,134.88,41.111424
2015,5,12,18,134.88,41.111424
2015,5,12,19,134.88,41.111424
2015,5,12,20,134.87,41.108376
2015,5,12,21,134.87,41.108376
2015,5,12,22,134.87,41.108376
2015,5,12,23,134.86,41.105328
2015,5,13,0,134.86,41.105328
2015,5,13,1,134.86,41.105328
2015,5,13,2,134.85,41.10228
2015,5,13,3,134.85,41.10228
2015,5,13,4,134.84,41.099232
2015,5,13,5,134.83,41.096184
2015,5,13,6,134.83,41.096184
2015,5,13,7,134.82,41.093136
2015,5,13,8,134.81,41.090088
2015,5,13,9,134.81,41.090088
2015,5,13,10,134.8,41.08704
2015,5,13,11,134.79,41.083992
2015,5,13,12,134.79,41.083992
2015,5,13,13,134.78,41.080944
2015,5,13,14,134.77,41.077896
2015,5,13,15,134.76,41.074848
2015,5,13,16,134.76,41.074848
2015,5,13,17,134.75,41.0718
2015,5,13,18,134.74,41.068752
2015,5,13,19,134.74,41.068752
2015,5,13,20,134.73,41.065704
2015,5,13,21,134.72,41.062656
2015,5,13,22,134.72,41.062656
2015,5,13,23,134.71,41.059608
2015,5,14,0,134.71,41.059608
2015,5,14,1,134.7,41.05656
2015,5,14,2,134.7,41.05656
2015,5,14,3,134.69,41.053512
2015,5,14,4,134.69,41.053512
2015,5,14,5,134.68,41.050464
2015,5,14,6,134.68,41.050464
2015,5,14,7,134.67,41.047416
2015,5,14,8,134.66,41.044368
2015,5,14,9,134.66,41.044368
2015,5,14,10,134.65,41.04132
2015,5,14,11,134.64,41.038272
2015,5,14,12,134.64,41.038272
2015,5,14,13,134.63,41.035224
2015,5,14,14,134.63,41.035224
2015,5,14,15,134.62,41.032176
2015,5,14,16,134.61,41.029128
2015,5,14,17,134.61,41.029128
2015,5,14,18,134.6,41.02608
2015,5,14,19,134.6,41.02608
2015,5,14,20,134.59,41.023032
2015,5,14,21,134.59,41.023032
2015,5,14,22,134.58,41.019984
2015,5,14,23,134.57,41.016936
2015,5,15,0,134.57,41.016936
2015,5,15,1,134.57,41.016936
2015,5,15,2,134.57,41.016936
2015,5,15,3,134.57,41.016936
2015,5,15,4,134.56,41.013888
2015,5,15,5,134.56,41.013888
2015,5,15,6,134.55,41.01084
2015,5,15,7,134.55,41.01084
2015,5,15,8,134.54,41.007792
2015,5,15,9,134.54,41.007792
2015,5,15,10,134.54,41.007792
2015,5,15,11,134.54,41.007792
2015,5,15,12,134.53,41.004744
2015,5,15,13,134.53,41.004744
2015,5,15,14,134.53,41.004744
2015,5,15,15,134.53,41.004744
2015,5,15,16,134.52,41.001696
2015,5,15,17,134.52,41.001696
2015,5,15,18,134.52,41.001696
2015,5,15,19,134.52,41.001696
2015,5,15,20,134.51,40.998648
2015,5,15,21,134.52,41.001696
2015,5,15,22,134.52,41.001696
2015,5,15,23,134.51,40.998648
2015,5,16,0,134.51,40.998648
2015,5,16,1,134.51,40.998648
2015,5,16,2,134.51,40.998648
2015,5,16,3,134.51,40.998648
2015,5,16,4,134.51,40.998648
2015,5,16,5,134.51,40.998648
2015,5,16,6,134.51,40.998648
2015,5,16,7,134.51,40.998648
2015,5,16,8,134.5,40.9956
2015,5,16,9,134.5,40.9956
2015,5,16,10,134.5,40.9956
2015,5,16,11,134.49,40.992552
2015,5,16,12,134.48,40.989504
2015,5,16,13,134.48,40.989504
2015,5,16,14,134.47,40.986456
2015,5,16,15,134.47,40.986456
2015,5,16,16,134.46,40.983408
2015,5,16,17,134.46,40.983408
2015,5,16,18,134.45,40.98036
2015,5,16,19,134.45,40.98036
2015,5,16,20,134.44,40.977312
2015,5,16,21,134.44,40.977312
2015,5,16,22,134.43,40.974264
2015,5,16,23,134.43,40.974264
2015,5,17,0,134.43,40.974264
2015,5,17,1,134.43,40.974264
2015,5,17,2,134.42,40.971216
2015,5,17,3,134.42,40.971216
2015,5,17,4,134.42,40.971216
2015,5,17,5,134.41,40.968168
2015,5,17,6,134.41,40.968168
2015,5,17,7,134.41,40.968168
2015,5,17,8,134.4,40.96512
2015,5,17,9,134.4,40.96512
2015,5,17,10,134.4,40.96512
2015,5,17,11,134.39,40.962072
2015,5,17,12,134.39,40.962072
2015,5,17,13,134.39,40.962072
2015,5,17,14,134.38,40.959024
2015,5,17,15,134.38,40.959024
2015,5,17,16,134.38,40.959024
2015,5,17,17,134.37,40.955976
2015,5,17,18,134.37,40.955976
2015,5,17,19,134.36,40.952928
2015,5,17,20,134.36,40.952928
2015,5,17,21,134.35,40.94988
2015,5,17,22,134.35,40.94988
2015,5,17,23,134.34,40.946832
2015,5,18,0,134.34,40.946832
2015,5,18,1,134.34,40.946832
2015,5,18,2,134.34,40.946832
2015,5,18,3,134.34,40.946832
2015,5,18,4,134.34,40.946832
2015,5,18,5,134.34,40.946832
2015,5,18,6,134.34,40.946832
2015,5,18,7,134.33,40.943784
2015,5,18,8,134.33,40.943784
2015,5,18,9,134.33,40.943784
2015,5,18,10,134.33,40.943784
2015,5,18,11,134.32,40.940736
2015,5,18,12,134.32,40.940736
2015,5,18,13,134.32,40.940736
2015,5,18,14,134.32,40.940736
2015,5,18,15,134.31,40.937688
2015,5,18,16,134.31,40.937688
2015,5,18,17,134.31,40.937688
2015,5,18,18,134.3,40.93464
2015,5,18,19,134.3,40.93464
2015,5,18,20,134.28,40.928544
2015,5,18,21,134.28,40.928544
2015,5,18,22,134.27,40.925496
2015,5,18,23,134.26,40.922448
2015,5,19,0,134.25,40.9194
2015,5,19,1,134.24,40.916352
2015,5,19,2,134.22,40.910256
2015,5,19,3,134.21,40.907208
2015,5,19,4,134.19,40.901112
2015,5,19,5,134.18,40.898064
2015,5,19,6,134.16,40.891968
2015,5,19,7,134.15,40.88892
2015,5,19,8,134.14,40.885872
2015,5,19,9,134.12,40.879776
2015,5,19,10,134.1,40.87368
2015,5,19,11,134.09,40.870632
2015,5,19,12,134.07,40.864536
2015,5,19,13,134.05,40.85844
2015,5,19,14,134.03,40.852344
2015,5,19,15,134.01,40.846248
2015,5,19,16,133.99,40.840152
2015,5,19,17,133.96,40.831008
2015,5,19,18,133.94,40.824912
2015,5,19,19,133.92,40.818816
2015,5,19,20,133.89,40.809672
2015,5,19,21,133.86,40.800528
2015,5,19,22,133.84,40.794432
2015,5,19,23,133.82,40.788336
2015,5,20,0,133.79,40.779192
2015,5,20,1,133.77,40.773096
